sen,words,label
والله ليفلحن المجد,ليفلحن : اللام : لام القسم،يفلحن : فعل مضارع مبني على الفتح لاتصاله بنون التوكيد المباشرة,1
والله ليفلحن المجد,المجد : فاعل مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
الصدق يسمو بالفرد,الصدق : مبتدأ مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
الصدق يسمو بالفرد,"يسمو : فعل مضارع مرفوع وعلامة رفعه الضمة المقدرة على الواو منع من ظهورها الثقل،والفاعل ضمير مستتر تقديره ""هو"" يعود على ""الصدق""",1
الصدق يسمو بالفرد,بالفرد : الباء حرف جر،الفرد : اسم مجرور بالباء وعلامة جره الكسرة الظاهرة على آخره,1
ظننت أنك نائم,ظننت : فعل ماض، والتاء ضمير متصل في محل رفع فاعل,1
ظننت أنك نائم,"أنك : أن حرف ناسخ،والكاف ضمير متصل في محل نصب اسم ""أن""",1
ظننت أنك نائم,"نائم : خبر ""أن"" مرفوع بالضمة",1
جاء اللذان نجحا,جاء : فعل ماض مبني على الفتح,1
جاء اللذان نجحا,اللذان : فاعل مرفوع وعلامة رفعه الألف لأنه مثنى,1
جاء اللذان نجحا,نجحا : فعل ماض مبني على الفتح،الألف : ضمير متصل مبني في محل رفع فاعل,1
أحب الفتى يبتسم,أحب : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة على آخره،والفاعل ضمير مستتر تقديره أنا,1
أحب الفتى يبتسم,الفتى : مفعول به منصوب وعلامة نصبه الفتحة المقدرة على آخره منع من ظهورها التعذر,1
أحب الفتى يبتسم,يبتسم : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة على آخره،والفاعل ضمير مستتر تقديره هو,1
الطالب يذاكر دروسه,الطالب : مبتدأ مرفوع وعلامة رفعه الضمة,1
الطالب يذاكر دروسه,"يذاكر : فعل مضارع،والفاعل ضمير مستتر تقديره ""هو"" عائد على الطالب",1
الطالب يذاكر دروسه,"دروسه : دروس : مفعول به منصوب وعلامة نصبه الفتحة،و""دروس"" مضاف،الهاء : ضمير متصل مبني في محل جر مضاف إليه",1
سافر أبي إلى مكة,سافر : فعل ماض مبني على الفتح,1
سافر أبي إلى مكة,أبي : فاعل مرفوع وعلامة رفعه الضمة المقدرة على ما قبل ياء المتكلم،وهو مضاف،والياء ضمير متصل في محل جر مضاف إليه,1
سافر أبي إلى مكة,إلى : حرف جر,1
سافر أبي إلى مكة,"مكة : اسم مجرور بـ ""إلى"" وعلامة جره الفتحة الظاهرة على آخره لأنه ممنوع من الصرف",1
ما أهملت واجبى قط,ما : حرف نفي مبني على السكون لا محل له من الإعراب,1
ما أهملت واجبى قط,أهملت : فعل ماض مبني على السكون لاتصاله بضمير رفع،التاء : ضمير متصل مبني على الضم في محل رفع فاعل,1
ما أهملت واجبى قط,واجبي : مفعول به منصوب وعلامة نصبه الفتحة المقدرة على ما قبل ياء المتكلم منع ظهورها اشتغال المحل بالحركة المناسبة للياء،وهو مضاف،الياء : ضمير متصل مبني على السكون في محل جر مضاف اليه,1
ما أهملت واجبى قط,"قط : مفعول فيه ظرف زمان مبني على السكون في محل نصب على الظرفية الزمانية،متعلق بالفعل ""أهمل""",1
أبوك قادم,أبوك : مبتدأ مرفوع وعلامة رفعه الواو لأنه من الأسماء الخمسة،وهو مضاف،الكاف : ضمير متصل مبني على الفتح في محل جر مضاف إليه,1
أبوك قادم,قادم : خبر مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
ذاكرت حين طلع الفجر,ذاكرت : فعل ماض مبني على السكون لاتصاله بضمير رفع،التاء : ضمير متصل مبني على الضم في محل رفع فاعل,1
ذاكرت حين طلع الفجر,"حين : مفعول فيه ظرف زمان مبني على الفتح في نصب مفعول فيه ظرف زمان متعلق بالفعل ""ذاكرت""",1
ذاكرت حين طلع الفجر,طلع : فعل ماض مبني على الفتح الظاهر على آخره,1
ذاكرت حين طلع الفجر,الفجر : فاعل مرفوع وعلامة رفعه الضمة الظاهرة,1
الطالب يذاكر ويأكل,الطالب : مبتدأ مرفوع وعلامة رفعة الضمة,1
الطالب يذاكر ويأكل,"يذاكر : فعل مضارع مرفوع وعلامة رفعه الضمة،والفاعل ضمير مستتر تقديره ""هو""",1
الطالب يذاكر ويأكل,الواو : حرف عطف,1
الطالب يذاكر ويأكل,"يأكل : فعل مضارع مرفوع وعلامة رفعه الضمة،والفاعل ضمير مستتر تقديره ""هو""",1
الطفل يلعب الكرة,الطفل : مبتدأ مرفوع،وعلامة رفعه الضمة الظاهرة على آخره,1
الطفل يلعب الكرة,"يلعب : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة على آخره والفاعل ضمير مستتر جوازا تقديره ""هو""",1
الطفل يلعب الكرة,الكرة : مفعول به منصوب وعلامة نصبه الفتحة الظاهرة على آخره,1
تعلم عثمان حتى منتصف الليل,تعلم : فعل ماض مبني على الفتح,1
تعلم عثمان حتى منتصف الليل,عثمان : فاعل مرفوع بالضمة,1
تعلم عثمان حتى منتصف الليل,حتى : حرف جر,1
تعلم عثمان حتى منتصف الليل,منتصف : اسم مجرور بالكسرة،وهو مضاف,1
تعلم عثمان حتى منتصف الليل,الليل : مضاف إليه مجرور بالكسرة,1
رأيت طيورا تغرد,رأيت : رأى : فعل ماضي،التاء : تاء الفاعل,1
رأيت طيورا تغرد,طيورا : مفعول به منصوب وعلامة نصبه الفتحة،وهى اسم نكرة,1
رأيت طيورا تغرد,تغرد : فعل مضارع،والفاعل ضمير مستتر تقديره هي عائد على الطيور,1
الطلاب يدرسون بجد,الطلاب : مبتدأ مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
الطلاب يدرسون بجد,يدرسون : فعل مضارع مرفوع بثبوت النون لأنه من الأفعال الخمسة،والواو ضمير متصل في محل رفع فاعل,1
الطلاب يدرسون بجد,بجد : الباء : حرف جر,1
الطلاب يدرسون بجد,جد : اسم مجرور بالباء وعلامة جره الكسرة الظاهرة على آخره,1
كتبت إليه أن أرسل إلي الكتاب,كتبت : فعل ماض مبني على السكون لاتصاله بالتاء،التاء : ضمير متصل مبني على الضم في محل رفع فاعل,1
كتبت إليه أن أرسل إلي الكتاب,إليه : إلى : حرف جر,1
كتبت إليه أن أرسل إلي الكتاب,"ه : ضمير متصل مبني على الكسر في محل جر بحرف الجر ""إلى""",1
كتبت إليه أن أرسل إلي الكتاب,أن : حرف تفسير مبني على السكون لا محل له من الإعراب,1
كتبت إليه أن أرسل إلي الكتاب,"أرسل : فعل أمر مبني على السكون الظاهر،والفاعل ضمير مستتر تقديره ""أنت""",1
كتبت إليه أن أرسل إلي الكتاب,إلي : إلى : حرف جر,1
كتبت إليه أن أرسل إلي الكتاب,"ي : ضمير متصل مبني على الفتح في محل جر بحرف الجر ""إلى""",1
كتبت إليه أن أرسل إلي الكتاب,الكتاب : مفعول به منصوب وعلامة نصبه الفتحة الظاهرة على آخره,1
القاضي عادل,القاضي : مبتدأ مرفوع،وعلامة رفعه الضمة المقدرة على الياء,1
القاضي عادل,عادل : خبر مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
كان المدرس يشرح الدرس,كان : فعل ناسخ,1
كان المدرس يشرح الدرس,المدرس : اسم كان مرفوع وعلامة رفعه الضمة,1
كان المدرس يشرح الدرس,"يشرح : فعل مضارع، والفاعل ضمير مستتر تقديره ""هو"" عائد على المدرس",1
كان المدرس يشرح الدرس,الدرس : مفعول به منصوب وعلامة نصبه الفتحة,1
لعب سعيد بالكرة ​,لعب : فعل ماض مبني على الفتح الظاهر على آخره,1
لعب سعيد بالكرة ​,​سعيد : فاعل مرفوع وعلامة رفعه تنوين الضم الظاهر على آخره,1
لعب سعيد بالكرة ​,​بالكرة : الباء : حرف جر مبني على الكسر،الكرة : اسم مجرور وعلامة جره الكسرة الظاهرة على آخره,1
ننتصر ونحن يد واحدة,ننتصر : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة على آخره،والفاعل ضمير مستتر تقديره نحن,1
ننتصر ونحن يد واحدة,الواو : واو الحال,1
ننتصر ونحن يد واحدة,نحن : ضمير منفصل مبني على الضم في محل رفع مبتدأ,1
ننتصر ونحن يد واحدة,يد : خبر المبتدأ مرفوع وعلامة رفعه تنوين الضم,1
ننتصر ونحن يد واحدة,واحدة : نعت مرفوع وعلامة رفعه تنوين الضم الظاهر على آخره,1
إن الطالب يجتهد,إن : حرف ناسخ,1
إن الطالب يجتهد,الطالب : اسم إن منصوب وعلامة نصبه الفتحة,1
إن الطالب يجتهد,"يجتهد : فعل مضارع، والفاعل ضمير مستتر تقديره ""هو"" عائد على الطالب،والجملة الفعلية من الفعل والفاعل في محل رفع خبر""إن""",1
أحب وطني,"أحب : فعل مضارع مرفوع بالضمة الظاهرة،والفاعل ضمير مستتر تقديره ""أنا""",1
أحب وطني,وطني : مفعول به منصوب بفتحة مقدرة على ما قبل الياء وهو مضاف،الياء مضاف إليه مبني على السكون في محل جر,1
خرج القطار من المحطة,خرج : فعل ماض مبني على الفتح,1
خرج القطار من المحطة,القطار : فاعل مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
خرج القطار من المحطة,من : حرف جر,1
خرج القطار من المحطة,"المحطة : اسم مجرور بـ ""من"" وعلامة جره الكسرة الظاهرة على آخره",1
جئت والشمس مشرقة,جئت : جاء : فعل ماضي،التاء : ضمير متصل مبني في محل رفع فاعل,1
جئت والشمس مشرقة, و : واو الحال,1
جئت والشمس مشرقة,الشمس : مبتدأ مرفوع وعلامة رفعه الضمة,1
جئت والشمس مشرقة,مشرقة : خبر مرفوع وعلامة رفعه الضمة,1
ظننت خالدا يذاكر دروسه,ظننت : ظن : فعل ماض مبني على السكون لاتصاله بتاء الفاعل,1
ظننت خالدا يذاكر دروسه,التاء : ضمير متصل مبني في محل رفع فاعل,1
ظننت خالدا يذاكر دروسه,خالدا : مفعول به منصوب وعلامة نصبه الفتحة,1
ظننت خالدا يذاكر دروسه,"يذاكر : فعل مضارع، والفاعل ضمير مستتر تقديره ""هو""",1
ظننت خالدا يذاكر دروسه,دروسه : دروس : مفعول به منصوب وعلامة نصبه الفتحة،الهاء : ضمير متصل مبني في حل جر مضاف إليه,1
الشمس تشرق في الصباح,الشمس : مبتدأ مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
الشمس تشرق في الصباح,"تشرق : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة على آخره،والفاعل ضمير مستتر تقديره ""هي"" يعود على الشمس",1
الشمس تشرق في الصباح,في : حرف جر,1
الشمس تشرق في الصباح,"الصباح : اسم مجرور بـ ""في"" وعلامة جره الكسرة الظاهرة على آخره",1
حضر أخوك,حضر : فعل ماض مبني على الفتح,1
حضر أخوك,أخوك : فاعل مرفوع وعلامة رفعه الواو لأنه من الأسماء الخمسة،وهو مضاف،الكاف : ضمير متصل مبني على الفتح في محل جر مضاف إليه,1
دخل اللاعبون الملعب,دخل : فعل ماض مبني على الفتح,1
دخل اللاعبون الملعب,اللاعبون : فاعل مرفوع وعلامة رفعه الواو لأنه جمع مذكر سالم,1
دخل اللاعبون الملعب,الملعب : مفعول به منصوب وعلامة نصبه الفتحة الظاهرةعلى آخره,1
انكسرت عجلتا الدراجة,انكسرت : فعل ماض مبني على الفتح،التاء : تاء التأنيث الساكنة لا محل لها من الإعراب,1
انكسرت عجلتا الدراجة,عجلتا : فاعل مرفوع وعلامة رفعه الألف لأنه مثنى،وهو مضاف,1
انكسرت عجلتا الدراجة,الدراجة : مضاف إليه مجرور وعلامة جره الكسرة الظاهرة على آخره,1
أحب والدى دائما,"أحب : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة، والفاعل ضمير مستتر فيه وجوبا تقديره ""أنا""",1
أحب والدى دائما,والدي : مفعول به منصوب وعلامة نصبه الفتحة المقدرة على ما قبل الياء منع من ظهورها اشتغال المحل بالحركة المناسبة للياء،وهومضاف،الياء : ضميرمتصل مبني على السكون في محل جر مضاف اليه,1
أحب والدى دائما,"دائما : مفعول فيه ظرف زمان،متعلق بالفعل ""أحب""",1
الصوم يوم الخميس,الصوم : مبتدأ مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
الصوم يوم الخميس,يوم : ظرف زمان منصوب وعلامة نصبه الفتحة الظاهرة على آخره وهو مضاف,1
الصوم يوم الخميس,الخميس : مضاف إليه مجرور وعلامة جرة الكسرة الظاهرة على آخره وشبة الجملة متعلق بمحذوف خبر في محل رفع,1
أغلقت مصراعي الباب,أغلقت : أغلق : فعل ماض مبني على السكون أو على الفتح المقدر،لاتصاله بضمير رفع متحرك,1
أغلقت مصراعي الباب,التاء : ضمير رفع متصل،مبني على الضم ،في محل رفع فاعل,1
أغلقت مصراعي الباب,مصراعي : مفعول به منصوب وعلامة نصبه الياء الساكنة المفتوح ما قبلها المكسور ما بعدها,1
أغلقت مصراعي الباب,لأنه مثنى،وهو مضاف،وحذفت النون للإضافة-مصراعين-وكسرت الياء الساكنة لتفادي التقاء الساكنين,1
أغلقت مصراعي الباب,الباب : مضاف إليه مجرور وعلامة جره الكسرة الظاهرة على آخره,1
شتان الجد والإهمال,شتان : اسم فعل ماض مبني على الفتح لا محل له من الإعراب,1
شتان الجد والإهمال,الجد : فاعل مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
شتان الجد والإهمال,الواو : حرف عطف مبني على الفتح لا محل له من الإعراب،الإهمال : معطوف على الجد مرفوع وعلامة رفعة الضمة الظاهرة على آخره,1
اقرأ كتابا ينفع,اقرأ : فعل أمر مبني على السكون الظاهر على آخره،والفاعل ضمير مستتر تقديره أنت,1
اقرأ كتابا ينفع,كتابا : مفعول به منصوب وعلامة نصبه تنوين الفتح الظاهر على آخره,1
اقرأ كتابا ينفع,ينفع : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة على آخره،والفاعل ضمير مستتر تقديره هو,1
كتب المعلم الدرس على السبورة,كتب : فعل ماض مبني على الفتح,1
كتب المعلم الدرس على السبورة,المعلم : فاعل مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
كتب المعلم الدرس على السبورة,الدرس : مفعول به منصوب وعلامة نصبه الفتحة الظاهرة على آخره,1
كتب المعلم الدرس على السبورة,على : حرف جر,1
كتب المعلم الدرس على السبورة,"السبورة : اسم مجرور بـ ""على"" وعلامة جره الكسرة الظاهرة على آخره",1
قابلت زيدا يوم حضر,قابلت : قابل : فعل ماض مبني على السكون لاتصاله بتاء الفاعل،التاء : ضمير متصل مبني على الضم في محل رفع فاعل,1
قابلت زيدا يوم حضر,زيدا : مفعول به أول منصوب وعلامة نصبه الفتحة الظاهرة على آخره,1
قابلت زيدا يوم حضر,يوم : ظرف زمان منصوب وعلامة نصبه الفتحة الظاهرة على آخره،وهو مضاف,1
قابلت زيدا يوم حضر,"حضر : فعل ماض مبني على الفتحة الظاهرة على آخره،والفاعل ضمير مستتر تقديره ""هو""",1
هذا كتاب ينفع,هذا : اسم إشارة مبني في محل رفع مبتدأ,1
هذا كتاب ينفع,كتاب : خبر المبتدأ مرفوع وعلامة رفعه تنوين الضم,1
هذا كتاب ينفع,ينفع : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة على آخره،والفاعل ضمير مستتر تقديره هو,1
كاد النهار يمضي,كاد : فعل ماض ناقص من أفعال المقاربة مبني على الفتحة الظاهرة على آخره,1
كاد النهار يمضي,النهار : اسم كاد مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
كاد النهار يمضي,يمضي : فعل مضارع مرفوع وعلامة رفعه الضمة المقدرة على آخره منع من ظهورها الثقل،والفاعل ضمير مستتر تقديره هو,1
استحالت النار رمادا,استحالت فعل ماض مبني على الفتح،التاء : للتأنيث حرف مبني على السكون لا محل له من الإعراب,1
استحالت النار رمادا,النار : اسم استحال مرفوع وعلامة رفعة الضمة الظاهرة على آخره,1
استحالت النار رمادا,رمادا : خبر استحال منصوب وعلامة نصبة الفتحة الظاهرة على آخره,1
رأيت الطلاب يذاكرون دروسهم,رأيت : رأى : فعل ماضي،التاء : تاء الفاعل,1
رأيت الطلاب يذاكرون دروسهم,الطلاب : مفعول به منصوب وعلامة نصبه الفتحة,1
رأيت الطلاب يذاكرون دروسهم,يذاكرون : فعل مضارع مرفوع بثبوت النون لأنه من الأفعال الخمسة،الواو : ضمير متصل مبني في محل رفع فاعل,1
رأيت الطلاب يذاكرون دروسهم,دروسهم : دروس : مفعول به منصوب وعلامة نصبه الفتحة، : هم : ضمير متصل مبني في محل جر مضاف إليه,1
زيد يدرس الطب,زيد : مبتدأ مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
زيد يدرس الطب,يدرس : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
زيد يدرس الطب,"والفاعل ضمير مستتر تقديره ""هو""",1
زيد يدرس الطب,الطب : مفعول به منصوب وعلامة نصبه الفتحة الظاهرة على آخره,1
ما قطف الفلاح الفواكه إلا العنب,ما : حرف نفي مبني على السكون لا محل له من الإعراب,1
ما قطف الفلاح الفواكه إلا العنب,قطف : فعل ماض مبني على الفتح،لا محل له من الإعراب,1
ما قطف الفلاح الفواكه إلا العنب,الفلاح : فاعل مرفوع،وعلامة رفعه الضمة الظاهرة على آخره,1
ما قطف الفلاح الفواكه إلا العنب,الفواكه : مفعول به منصوب وعلامة نصبه الفتحة الظاهرة على آخره,1
ما قطف الفلاح الفواكه إلا العنب,إلا : حرف استثناء مبني على السكون لا محل له من الإعراب,1
ما قطف الفلاح الفواكه إلا العنب,"العنب : مستثنى ب""إلا"" منصوب، وعلامة نصبه الفتحة الظاهرة على آخره",1
الأولاد يلعبون في الحديقة,الأولاد : مبتدأ مرفوع وعلامة رفعه الضمة الظاهرة على آخره,1
الأولاد يلعبون في الحديقة,يلعبون : فعل مضارع مرفوع بثبوت النون لأنه من الأفعال الخمسة،والواو ضمير متصل في محل رفع فاعل,1
الأولاد يلعبون في الحديقة,في : حرف جر,1
الأولاد يلعبون في الحديقة,"الحديقة : اسم مجرور بـ ""في"" وعلامة جره الكسرة الظاهرة على آخره",1
دائما أحب والدى,دائما : مفعول فيه ظرف زمان، متعلق بالفعل أحب,1
دائما أحب والدى,"أحب : فعل مضارع مرفوع وعلامة رفعه الضمة الظاهرة، والفاعل ضمير مستتر فيه وجوبا تقديره ""أنا""",1
دائما أحب والدى,والدي : مفعول به منصوب وعلامة نصبه الفتحة المقدرة على ما قبل الياء منع من ظهورها اشتغال المحل بالحركة المناسبة للياء،وهومضاف،الياء : ضميرمتصل مبني على السكون في محل جر مضاف اليه,1
قال الطالب : أنا ناجح,قال : خبر إن مرفوع وعلامة رفعه الضمة,0
قال الطالب : أنا ناجح,الطالب : نائب فاعل مجرور وعلامة جره الكسرة,0
قال الطالب : أنا ناجح,أنا : حال منصوب وعلامة نصبه الفتحة,0
قال الطالب : أنا ناجح,ناجح : اسم كان مبني على الضم,0
المرضى نائمون,المرضى : منادى مجزوم وعلامة جزمه السكون,0
المرضى نائمون,نائمون : اسم موصول مرفوع وعلامة رفعه الواو,0
الطائر يطير في السماء,الطائر : حال مبني على الضم,0
الطائر يطير في السماء,يطير : مستثنى منصوب وعلامة نصبه حذف النون,0
الطائر يطير في السماء,في : بدل منصوب وعلامة نصبه الكسرة,0
الطائر يطير في السماء,السماء : منادى مجرور وعلامة جره الكسرة,0
الذي يفوز فله جائزة,الذي : حرف جر منصوب وعلامة نصبه الكسرة,0
الذي يفوز فله جائزة,يفوز : نعت مجرور وعلامة جره الكسرة,0
الذي يفوز فله جائزة,الفاعل : مفعول به مجرور وعلامة جره الكسرة,0
الذي يفوز فله جائزة,فله : ظرف زمان مجزوم وعلامة جزمه السكون,0
الذي يفوز فله جائزة,جائزة : عطف بيان مجرور وعلامة جره الفتحة,0
إن العلم طريقه طويلة,إن : تمييز مرفوع وعلامة رفعه ثبوت النون,0
إن العلم طريقه طويلة,العلم : مستثنى مرفوع وعلامة رفعه ثبوت النون,0
إن العلم طريقه طويلة,طريقه : ظرف زمان مبني على الكسر,0
إن العلم طريقه طويلة,طويلة : حرف عطف مبني على الكسر,0
قال الطالب : أنا مجد,قال : منادى منصوب وعلامة نصبه الفتحة,0
قال الطالب : أنا مجد,الطالب : مفعول فيه منصوب وعلامة نصبه الياء,0
قال الطالب : أنا مجد,أنا : ظرف زمان منصوب وعلامة نصبه الفتحة,0
قال الطالب : أنا مجد,مجد : توكيد مجرور وعلامة جره الياء,0
رأيتها حين جاءت,رأيتها : خبر إن مجرور وعلامة جره الكسرة,0
رأيتها حين جاءت,حين : عطف بيان مجرور وعلامة جره الكسرة,0
رأيتها حين جاءت,جاءت : اسم كان مجرور وعلامة جره الفتحة,0
الطالبان مجدان,الطالبان : اسم كان مرفوع وعلامة رفعه الواو,0
الطالبان مجدان,مجدان : مستثنى منصوب وعلامة نصبه الألف,0
وإن عليكم لحافظين,إن : مفعول مطلق مجزوم وعلامة جزمه حذف حرف العلة,0
وإن عليكم لحافظين,ينصب المبتدأ ويرفع الخبر،مبني على الفتح،لا محل له من الإعراب : خبر إن مبني الفتح,0
وإن عليكم لحافظين,عليكم : اسم كان مجرور وعلامة جره الكسرة,0
وإن عليكم لحافظين,على : حال مرفوع وعلامة رفعه الألف,0
وإن عليكم لحافظين,كم : توكيد مجرور وعلامة جره الكسرة,0
وإن عليكم لحافظين,لحافظين : مفعول به مبني على الكسر,0
ابتعد عن قرين السوء,ابتعد : مفعول به مجزوم وعلامة جزمه حذف حرف العلة,0
ابتعد عن قرين السوء,عن : خبر إن مجزوم وعلامة جزمه السكون,0
ابتعد عن قرين السوء,قرين : تمييز منصوب وعلامة نصبه الألف,0
ابتعد عن قرين السوء,وهو مضاف : نائب فاعل مبني على الكسر,0
ابتعد عن قرين السوء,السوء : نائب فاعل مبني على السكون,0
فهمت الدرس,فهمت : منادى مجزوم وعلامة جزمه حذف حرف العلة,0
فهمت الدرس,الدرس : حال منصوب وعلامة نصبه حذف النون,0
جاء الذي كتب,جاء : مفعول لأجله مرفوع وعلامة رفعه الضمة,0
جاء الذي كتب,الذي : اسم مجرور مرفوع وعلامة رفعه الواو,0
جاء الذي كتب,كتب : خبر إن منصوب وعلامة نصبه الكسرة,0
دخل الولد إلى الصف,دخل : اسم إن مرفوع وعلامة رفعه ثبوت النون,0
دخل الولد إلى الصف,​الولد : توكيد مبني على السكون,0
دخل الولد إلى الصف,​إلى : مفعول معه مجرور وعلامة جره الفتحة,0
دخل الولد إلى الصف,​الصف : اسم مجرور مرفوع وعلامة رفعه الضمة,0
دخل الولد إلى الصف,​ : اسم كان مبني على الكسر,0
نحن المسلمين موحدون,نحن : حرف جر مجرور وعلامة جره الكسرة,0
نحن المسلمين موحدون,المسلمين : مضاف إليه مجزوم وعلامة جزمه السكون,0
نحن المسلمين موحدون,موحدون : مفعول مطلق مرفوع وعلامة رفعه الألف,0
هذا لئيم,هذا : مفعول معه منصوب وعلامة نصبه حذف النون,0
هذا لئيم,لئيم : مبتدأ مجرور وعلامة جره الفتحة,0
أذنا الحصان صغيرتان,أذنا : مفعول معه مبني على الفتح,0
أذنا الحصان صغيرتان,الحصان : خبر مجرور وعلامة جره الكسرة,0
أذنا الحصان صغيرتان,صغيرتان : مستثنى مبني على الضم,0
أي طالب جاء؟,أي : اسم إن مجرور وعلامة جره الياء,0
أي طالب جاء؟,طالب : اسم موصول مرفوع وعلامة رفعه الألف,0
أي طالب جاء؟,جاء : حرف عطف مجرور وعلامة جره الكسرة,0
أيها الطالب اهتم بدراستك,أيها : مفعول فيه منصوب وعلامة نصبه حذف النون,0
أيها الطالب اهتم بدراستك,"أداة النداء محذوفة تقديرها""يا""،ها : ظرف زمان مرفوع وعلامة رفعه ثبوت النون",0
أيها الطالب اهتم بدراستك,الطالب : حرف عطف مرفوع وعلامة رفعه الواو,0
أيها الطالب اهتم بدراستك,اهتم : خبر مجزوم وعلامة جزمه حذف النون,0
أيها الطالب اهتم بدراستك,بدراستك : فاعل مجرور وعلامة جره الفتحة,0
أيها الطالب اهتم بدراستك,دراستك : اسم مجرور مبني على السكون,0
رأيت القمر في السماء,رأيت : مفعول به مبني على الفتح,0
رأيت القمر في السماء,القمر : خبر كان مجرور وعلامة جره الياء,0
رأيت القمر في السماء,في : اسم كان مجرور وعلامة جره الياء,0
رأيت القمر في السماء,السماء : مفعول معه مجزوم وعلامة جزمه السكون,0
رأيت زيدا كتابه في يده,رأيت : حال منصوب وعلامة نصبه الفتحة,0
رأيت زيدا كتابه في يده,التاء : نعت مرفوع وعلامة رفعه الواو,0
رأيت زيدا كتابه في يده,زيدا : منادى منصوب وعلامة نصبه الفتحة,0
رأيت زيدا كتابه في يده,كتابه : ظرف زمان مرفوع وعلامة رفعه الواو,0
رأيت زيدا كتابه في يده,في يده : ظرف زمان مرفوع وعلامة رفعه الألف,0
كل من تلقاه يشكو دهره,كل : ظرف زمان مبني على الفتح,0
كل من تلقاه يشكو دهره,من : تمييز مجزوم وعلامة جزمه السكون,0
كل من تلقاه يشكو دهره,تلقاه : مستثنى منصوب وعلامة نصبه حذف النون,0
كل من تلقاه يشكو دهره,هاء : منادى مجزوم وعلامة جزمه السكون,0
