sen,words,label
كل من تلقاه يشكو دهره,يشكو : حرف توكيد ونصب مجزوم وعلامة جزمه حذف العلة,0
كل من تلقاه يشكو دهره,دهره : مفعول به مرفوع وعلامة رفعه الضمة,0
كل من تلقاه يشكو دهره,هاء : اسم كان مجزوم وعلامة جزمه حذف حرف العلة,0
أصادق قول علي,أصادق : بدل مجزوم وعلامة جزمه حذف حرف العلة,0
أصادق قول علي,قول : اسم مجرور مرفوع وعلامة رفعه الضمة,0
أصادق قول علي,علي : مفعول فيه مجزوم وعلامة جزمه حذف النون,0
هذان الضاربان زيدا,هذان : نعت مرفوع وعلامة رفعه الواو,0
هذان الضاربان زيدا,الضاربان : مفعول به منصوب وعلامة نصبه حذف النون,0
هذان الضاربان زيدا,زيدا : مفعول مطلق منصوب وعلامة نصبه الكسرة,0
وأنطقت الدراهم بعد صمت أناسا بعدما كانوا سكوتا,و : فاعل مجرور وعلامة جره الياء,0
وأنطقت الدراهم بعد صمت أناسا بعدما كانوا سكوتا,أنطقت : حال مرفوع وعلامة رفعه ثبوت النون,0
وأنطقت الدراهم بعد صمت أناسا بعدما كانوا سكوتا,الدراهم : حرف توكيد ونصب مبني على الضم,0
وأنطقت الدراهم بعد صمت أناسا بعدما كانوا سكوتا,بعد : مفعول فيه مبني على الضم,0
وأنطقت الدراهم بعد صمت أناسا بعدما كانوا سكوتا,صمت : ظرف زمان منصوب وعلامة نصبه الألف,0
وأنطقت الدراهم بعد صمت أناسا بعدما كانوا سكوتا,أناسا : بدل مجزوم وعلامة جزمه حذف حرف العلة,0
وأنطقت الدراهم بعد صمت أناسا بعدما كانوا سكوتا,بعدما : مفعول به مجزوم وعلامة جزمه السكون,0
وأنطقت الدراهم بعد صمت أناسا بعدما كانوا سكوتا,كانوا : فاعل مجزوم وعلامة جزمه السكون,0
وأنطقت الدراهم بعد صمت أناسا بعدما كانوا سكوتا,سكوتا : توكيد مجرور وعلامة جره الياء,0
الكريم محبوب,الكريم : مضاف إليه مجزوم وعلامة جزمه حذف النون,0
الكريم محبوب,محبوب : نائب فاعل مبني على السكون,0
وصل غاضبا,وصل : خبر منصوب وعلامة نصبه الياء,0
وصل غاضبا,غاضبا : مفعول به مرفوع وعلامة رفعه الضمة,0
و إن الساعة لآتية,إن : نائب فاعل مجرور وعلامة جره الكسرة,0
و إن الساعة لآتية,ينصب المبتدأ ويرفع الخبر،مبني على الفتح،لا محل له من الإعراب : مفعول فيه مبني السكون,0
و إن الساعة لآتية,الساعة : مفعول معه مبني على الفتح,0
و إن الساعة لآتية,لآتية : مفعول فيه مبني على الضم,0
المجتهد ينجح,المجتهد : اسم مجرور منصوب وعلامة نصبه الفتحة,0
المجتهد ينجح,ينجح : اسم إن مرفوع وعلامة رفعه الواو,0
يسعدني أن تصدق,يسعدني : توكيد مرفوع وعلامة رفعه الواو,0
يسعدني أن تصدق,أن : منادى مبني على الضم,0
يسعدني أن تصدق,تصدق : اسم إن مرفوع وعلامة رفعه ثبوت النون,0
إن تذاكر فستنجح,إن : اسم كان مبني على الكسر,0
إن تذاكر فستنجح,تذاكر : تمييز منصوب وعلامة نصبه الياء,0
إن تذاكر فستنجح,فستنجح : حال مجرور وعلامة جره الياء,0
قرأ أحمد الكتاب بسرعة,قرأ : خبر مجرور وعلامة جره الياء,0
قرأ أحمد الكتاب بسرعة,أحمد : نعت مرفوع وعلامة رفعه الضمة,0
قرأ أحمد الكتاب بسرعة,الكتاب : مفعول مطلق مبني على الضم,0
قرأ أحمد الكتاب بسرعة,بسرعة : ظرف زمان مبني على الفتح,0
قرأ أحمد الكتاب بسرعة,سرعة : مفعول معه مجرور وعلامة جره الكسرة,0
فهم الولدان الأمر,فهم : عطف بيان مرفوع وعلامة رفعه الواو,0
فهم الولدان الأمر,الولدان : عطف بيان مجرور وعلامة جره الكسرة,0
فهم الولدان الأمر,الأمر : مفعول مطلق مبني على الكسر,0
تعمل الممرضات في المستشفى,تعمل : اسم إن مبني على الضم,0
تعمل الممرضات في المستشفى,الممرضات : اسم كان مبني على الكسر,0
تعمل الممرضات في المستشفى,في : اسم كان مرفوع وعلامة رفعه الواو,0
تعمل الممرضات في المستشفى,المستشفى : تمييز مرفوع وعلامة رفعه الضمة,0
الطالب المجتهد يقرأ الكتاب,الطالب : نائب فاعل مبني على الفتح,0
الطالب المجتهد يقرأ الكتاب,المجتهد : تمييز مجرور وعلامة جره الفتحة,0
الطالب المجتهد يقرأ الكتاب,يقرأ : مفعول به مجرور وعلامة جره الكسرة,0
الطالب المجتهد يقرأ الكتاب,الكتاب : اسم كان مجرور وعلامة جره الفتحة,0
لعبنا في فناء,لعبنا : مفعول لأجله مجرور وعلامة جره الكسرة,0
لعبنا في فناء,نا : ظرف زمان مجزوم وعلامة جزمه حذف حرف العلة,0
لعبنا في فناء,في : مفعول فيه مرفوع وعلامة رفعه الألف,0
لعبنا في فناء,فناء : حرف جر منصوب وعلامة نصبه الياء,0
نحن صائمون,نحن : فاعل مجزوم وعلامة جزمه حذف النون,0
نحن صائمون,صائمون : خبر كان مجزوم وعلامة جزمه حذف النون,0
هؤلاء الضوارب بكرا,هؤلاء : اسم موصول مرفوع وعلامة رفعه الضمة,0
هؤلاء الضوارب بكرا,الضوارب : خبر كان منصوب وعلامة نصبه حذف النون,0
هؤلاء الضوارب بكرا,بكرا : مفعول فيه مجرور وعلامة جره الفتحة,0
يسبح لله من في الأرض,يسبح : مستثنى منصوب وعلامة نصبه الكسرة,0
يسبح لله من في الأرض,لله : خبر مرفوع وعلامة رفعه الألف,0
يسبح لله من في الأرض,من : عطف بيان مرفوع وعلامة رفعه الألف,0
يسبح لله من في الأرض,في : مفعول به منصوب وعلامة نصبه الفتحة,0
يسبح لله من في الأرض,الأرض : عطف بيان مبني على السكون,0
وكان الله بكل شيء محيطا,و : اسم إن منصوب وعلامة نصبه الألف,0
وكان الله بكل شيء محيطا,كان : اسم مجرور منصوب وعلامة نصبه الألف,0
وكان الله بكل شيء محيطا,الله : بدل مرفوع وعلامة رفعه الواو,0
وكان الله بكل شيء محيطا,بكل : نائب فاعل مجرور وعلامة جره الياء,0
وكان الله بكل شيء محيطا,شيء : حرف توكيد ونصب منصوب وعلامة نصبه الياء,0
وكان الله بكل شيء محيطا,محيطا : فاعل مرفوع وعلامة رفعه ثبوت النون,0
قال زيد : إن عليا ناجح,قال : اسم مجرور مرفوع وعلامة رفعه ثبوت النون,0
قال زيد : إن عليا ناجح,زيد : حال منصوب وعلامة نصبه الكسرة,0
قال زيد : إن عليا ناجح,إن : عطف بيان مجرور وعلامة جره الكسرة,0
قال زيد : إن عليا ناجح,عليا : حال مرفوع وعلامة رفعه الواو,0
قال زيد : إن عليا ناجح,ناجح : توكيد مجرور وعلامة جره الياء,0
خرج ما في الحظيرة,خرج : اسم مجرور مرفوع وعلامة رفعه الألف,0
خرج ما في الحظيرة,ما : عطف بيان مبني على السكون,0
خرج ما في الحظيرة,في : اسم كان مبني على الكسر,0
خرج ما في الحظيرة,الحظيرة : اسم موصول مرفوع وعلامة رفعه الألف,0
نام عمر باكرا,نام : فاعل مبني على الكسر,0
نام عمر باكرا,عمر : مفعول فيه مرفوع وعلامة رفعه ثبوت النون,0
نام عمر باكرا,باكرا : عطف بيان مجرور وعلامة جره الياء,0
القمر نوره ساطع,القمر : اسم إن مبني على الضم,0
القمر نوره ساطع,نوره : توكيد مبني على الفتح,0
القمر نوره ساطع,ساطع : تمييز مرفوع وعلامة رفعه ثبوت النون,0
ما حضر إلا زيد,ما : اسم موصول مبني على الفتح,0
ما حضر إلا زيد,حضر : عطف بيان مجزوم وعلامة جزمه السكون,0
ما حضر إلا زيد,إلا : اسم كان مجرور وعلامة جره الفتحة,0
ما حضر إلا زيد,زيد : نعت مرفوع وعلامة رفعه الألف,0
لتلتمس رضا الله,لتلتمس : مفعول معه مجرور وعلامة جره الفتحة,0
لتلتمس رضا الله,تلتمس : بدل مجرور وعلامة جره الياء,0
لتلتمس رضا الله,رضا : خبر كان مجرور وعلامة جره الفتحة,0
لتلتمس رضا الله,لفظ الجلالة : خبر منصوب وعلامة نصبه الكسرة,0
رأيت الرجل ماشيا,رأيت : اسم كان مجزوم وعلامة جزمه حذف النون,0
رأيت الرجل ماشيا,الرجل : نائب فاعل منصوب وعلامة نصبه حذف النون,0
رأيت الرجل ماشيا,ماشيا : منادى مجرور وعلامة جره الياء,0
يسعدني أن تشاركني في المسابقة,يسعدني : مستثنى مرفوع وعلامة رفعه الألف,0
يسعدني أن تشاركني في المسابقة,أن : مضاف إليه منصوب وعلامة نصبه الكسرة,0
يسعدني أن تشاركني في المسابقة,تشاركني : حرف توكيد ونصب مبني على الكسر,0
يسعدني أن تشاركني في المسابقة,في حرف جر : مفعول مطلق مجزوم وعلامة جزمه حذف العلة,0
يسعدني أن تشاركني في المسابقة,المسابقة : اسم كان منصوب وعلامة نصبه حذف النون,0
أعشق الجهاد فقط,أعشق : مفعول لأجله منصوب وعلامة نصبه الفتحة,0
أعشق الجهاد فقط,الجهاد : مضاف إليه مبني على الكسر,0
أعشق الجهاد فقط,فقط : ظرف زمان منصوب وعلامة نصبه الياء,0
ليقض علينا ربك,ليقض : حال منصوب وعلامة نصبه الألف,0
ليقض علينا ربك,يقض : اسم موصول مرفوع وعلامة رفعه الواو,0
ليقض علينا ربك,علينا : مفعول لأجله مبني على الضم,0
ليقض علينا ربك,ربك : مفعول مطلق مجزوم وعلامة جزمه حذف النون,0
كيف أنت؟,كيف : منادى منصوب وعلامة نصبه الكسرة,0
كيف أنت؟,أنت : مفعول لأجله مجزوم وعلامة جزمه السكون,0
سور الحديقة مرتفع,سور : خبر مرفوع وعلامة رفعه الضمة,0
سور الحديقة مرتفع,الحديقة : حرف جر مجزوم وعلامة جزمه السكون,0
سور الحديقة مرتفع,مرتفع : فاعل مبني على السكون,0
فما زلتم في شك,فما : مفعول فيه مبني على الفتح,0
فما زلتم في شك,زلتم : اسم مجرور مرفوع وعلامة رفعه ثبوت النون,0
فما زلتم في شك,الميم : خبر مجزوم وعلامة جزمه حذف النون,0
فما زلتم في شك,حرف مبني على السكون : مفعول معه الكسر,0
فما زلتم في شك,في : حرف جر مجزوم وعلامة جزمه حذف النون,0
فما زلتم في شك,شك : حرف عطف مبني على السكون,0
خرج جميع الأطفال,خرج : حرف عطف مبني على السكون,0
خرج جميع الأطفال,جميع : فاعل مجزوم وعلامة جزمه حذف حرف العلة,0
خرج جميع الأطفال,الأطفال : تمييز منصوب وعلامة نصبه الياء,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,إن : حرف جر مبني على السكون,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,الذي : خبر إن منصوب وعلامة نصبه الياء,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,يلتمس : مفعول مطلق مرفوع وعلامة رفعه الألف,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,رضا : حال مجرور وعلامة جره الياء,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,جميع : نعت مبني على الضم,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,الناس : خبر منصوب وعلامة نصبه الألف,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,يطلب : توكيد منصوب وعلامة نصبه الألف,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,أمرا : ظرف زمان مجزوم وعلامة جزمه حذف حرف العلة,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,لا : نعت مبني على السكون,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,يمكن : بدل مرفوع وعلامة رفعه الواو,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,إدراكه : حرف عطف مجزوم وعلامة جزمه حذف العلة,0
إن الذي يلتمس رضا جميع الناس يطلب أمرا لا يمكن إداركه,وهو مضاف ،الهاء : حرف جر مبني على الضم,0
والله ليفلحن المجد,والله : اسم مجرور مبني على السكون,0
والله ليفلحن المجد,ليفلحن : مفعول لأجله مرفوع وعلامة رفعه الألف,0
والله ليفلحن المجد,المجد : مضاف إليه مجزوم وعلامة جزمه حذف حرف العلة,0
الصدق يسمو بالفرد,الصدق : مستثنى مبني على الفتح,0
الصدق يسمو بالفرد,يسمو : مفعول لأجله منصوب وعلامة نصبه الياء,0
الصدق يسمو بالفرد,بالفرد : بدل مجزوم وعلامة جزمه السكون,0
ظننت أنك نائم,ظننت : توكيد مجرور وعلامة جره الفتحة,0
ظننت أنك نائم,أنك : اسم كان مجزوم وعلامة جزمه حذف النون,0
ظننت أنك نائم,نائم : فاعل مجزوم وعلامة جزمه السكون,0
جاء اللذان نجحا,جاء : اسم إن مبني على الضم,0
جاء اللذان نجحا,اللذان : توكيد مبني على الضم,0
جاء اللذان نجحا,نجحا : ظرف زمان مجزوم وعلامة جزمه السكون,0
أحب الفتى يبتسم,أحب : اسم مجرور مجزوم وعلامة جزمه السكون,0
أحب الفتى يبتسم,الفتى : مفعول فيه مجرور وعلامة جره الياء,0
أحب الفتى يبتسم,يبتسم : نعت منصوب وعلامة نصبه الكسرة,0
الطالب يذاكر دروسه,الطالب : نعت مجرور وعلامة جره الياء,0
الطالب يذاكر دروسه,يذاكر : تمييز مجزوم وعلامة جزمه حذف حرف العلة,0
الطالب يذاكر دروسه,دروسه : حرف عطف مرفوع وعلامة رفعه ثبوت النون,0
سافر أبي إلى مكة,سافر : اسم موصول مبني على الضم,0
سافر أبي إلى مكة,أبي : عطف بيان منصوب وعلامة نصبه الفتحة,0
سافر أبي إلى مكة,إلى : حرف جر مرفوع وعلامة رفعه الضمة,0
سافر أبي إلى مكة,مكة : حال منصوب وعلامة نصبه الفتحة,0
ما أهملت واجبى قط,ما : اسم إن منصوب وعلامة نصبه الألف,0
ما أهملت واجبى قط,أهملت : خبر مجزوم وعلامة جزمه حذف النون,0
ما أهملت واجبى قط,واجبي : مبتدأ مبني على الفتح,0
ما أهملت واجبى قط,قط : مفعول مطلق مجرور وعلامة جره الياء,0
أبوك قادم,أبوك : فاعل مبني على الضم,0
أبوك قادم,قادم : حرف جر منصوب وعلامة نصبه الياء,0
ذاكرت حين طلع الفجر,ذاكرت : مبتدأ مبني على الضم,0
ذاكرت حين طلع الفجر,حين : مضاف إليه مبني على السكون,0
ذاكرت حين طلع الفجر,طلع : توكيد منصوب وعلامة نصبه الفتحة,0
ذاكرت حين طلع الفجر,الفجر : منادى منصوب وعلامة نصبه الفتحة,0
الطالب يذاكر ويأكل,الطالب : خبر كان مجرور وعلامة جره الفتحة,0
الطالب يذاكر ويأكل,يذاكر : اسم إن مرفوع وعلامة رفعه الضمة,0
الطالب يذاكر ويأكل,الواو : عطف بيان مبني على السكون,0
الطالب يذاكر ويأكل,يأكل : اسم كان مجرور وعلامة جره الكسرة,0
الطفل يلعب الكرة,الطفل : مفعول معه مجرور وعلامة جره الكسرة,0
الطفل يلعب الكرة,يلعب : اسم مجرور مجزوم وعلامة جزمه حذف حرف العلة,0
الطفل يلعب الكرة,الكرة : مبتدأ مجزوم وعلامة جزمه حذف حرف العلة,0
تعلم عثمان حتى منتصف الليل,تعلم : خبر إن مجزوم وعلامة جزمه حذف النون,0
تعلم عثمان حتى منتصف الليل,عثمان : خبر مجزوم وعلامة جزمه السكون,0
تعلم عثمان حتى منتصف الليل,حتى : نائب فاعل مبني على الكسر,0
تعلم عثمان حتى منتصف الليل,منتصف : اسم إن مبني على السكون,0
تعلم عثمان حتى منتصف الليل,الليل : مفعول مطلق مجزوم وعلامة جزمه حذف النون,0
رأيت طيورا تغرد,رأيت : منادى مجرور وعلامة جره الياء,0
رأيت طيورا تغرد,طيورا : اسم مجرور منصوب وعلامة نصبه الفتحة,0
رأيت طيورا تغرد,تغرد : تمييز مجزوم وعلامة جزمه السكون,0
الطلاب يدرسون بجد,الطلاب : حرف جر مجزوم وعلامة جزمه حذف النون,0
الطلاب يدرسون بجد,يدرسون : اسم إن مجزوم وعلامة جزمه حذف حرف العلة,0
الطلاب يدرسون بجد,بجد : اسم موصول مجزوم وعلامة جزمه حذف حرف العلة,0
الطلاب يدرسون بجد,جد : فاعل مجزوم وعلامة جزمه السكون,0
كتبت إليه أن أرسل إلي الكتاب,كتبت : عطف بيان مجرور وعلامة جره الياء,0
كتبت إليه أن أرسل إلي الكتاب,إليه : تمييز مبني على الكسر,0
كتبت إليه أن أرسل إلي الكتاب,ه : مستثنى مرفوع وعلامة رفعه الواو,0
كتبت إليه أن أرسل إلي الكتاب,أن : ظرف زمان منصوب وعلامة نصبه الكسرة,0
كتبت إليه أن أرسل إلي الكتاب,أرسل : مفعول لأجله مبني على الفتح,0
كتبت إليه أن أرسل إلي الكتاب,إلي : خبر كان مجزوم وعلامة جزمه حذف النون,0
كتبت إليه أن أرسل إلي الكتاب,ي : خبر كان مجزوم وعلامة جزمه حذف حرف العلة,0
كتبت إليه أن أرسل إلي الكتاب,الكتاب : حرف توكيد ونصب مرفوع وعلامة رفعه الضمة,0
القاضي عادل,القاضي : مضاف إليه منصوب وعلامة نصبه الكسرة,0
القاضي عادل,عادل : خبر كان منصوب وعلامة نصبه الياء,0
كان المدرس يشرح الدرس,كان : اسم مبني على الكسر,0
كان المدرس يشرح الدرس,المدرس : مفعول لأجله مبني على الكسر,0
كان المدرس يشرح الدرس,يشرح : بدل مبني على الكسر,0
كان المدرس يشرح الدرس,الدرس : عطف بيان مجزوم وعلامة جزمه حذف حرف العلة,0
لعب سعيد بالكرة ​,لعب : مضاف إليه مجرور وعلامة جره الكسرة,0
لعب سعيد بالكرة ​,​سعيد : مبتدأ منصوب وعلامة نصبه الياء,0
لعب سعيد بالكرة ​,​بالكرة : مبتدأ مبني على الفتح,0
ننتصر ونحن يد واحدة,ننتصر : مفعول به منصوب وعلامة نصبه الكسرة,0
ننتصر ونحن يد واحدة,الواو : تمييز مبني على الكسر,0
ننتصر ونحن يد واحدة,نحن : مبتدأ منصوب وعلامة نصبه الياء,0
ننتصر ونحن يد واحدة,يد : حال مجرور وعلامة جره الكسرة,0
ننتصر ونحن يد واحدة,واحدة : مضاف إليه مرفوع وعلامة رفعه الواو,0
إن الطالب يجتهد,إن : تمييز مرفوع وعلامة رفعه الضمة,0
إن الطالب يجتهد,الطالب : مستثنى مجرور وعلامة جره الفتحة,0
إن الطالب يجتهد,يجتهد : خبر مجزوم وعلامة جزمه السكون,0
أحب وطني,أحب : اسم مجرور مرفوع وعلامة رفعه الألف,0
أحب وطني,وطني : مفعول لأجله مجزوم وعلامة جزمه حذف حرف العلة,0
خرج القطار من المحطة,خرج : نعت منصوب وعلامة نصبه الفتحة,0
خرج القطار من المحطة,القطار : تمييز مجزوم وعلامة جزمه السكون,0
خرج القطار من المحطة,من : حرف عطف مرفوع وعلامة رفعه ثبوت النون,0
خرج القطار من المحطة,المحطة : مفعول لأجله مرفوع وعلامة رفعه الضمة,0
جئت والشمس مشرقة,جئت : خبر منصوب وعلامة نصبه حذف النون,0
جئت والشمس مشرقة,و : مضاف إليه مرفوع وعلامة رفعه الواو,0
جئت والشمس مشرقة,الشمس : مبتدأ مبني على السكون,0
جئت والشمس مشرقة,مشرقة : اسم إن مبني على الفتح,0
ظننت خالدا يذاكر دروسه,ظننت : حرف جر مبني على السكون,0
ظننت خالدا يذاكر دروسه,التاء : مفعول مطلق مجزوم وعلامة جزمه حذف حرف العلة,0
ظننت خالدا يذاكر دروسه,خالدا : اسم مجرور مبني على السكون,0
ظننت خالدا يذاكر دروسه,يذاكر : مضاف إليه مبني على الضم,0
ظننت خالدا يذاكر دروسه,دروسه : اسم إن مرفوع وعلامة رفعه الواو,0
الشمس تشرق في الصباح,الشمس : خبر إن منصوب وعلامة نصبه الياء,0
الشمس تشرق في الصباح,تشرق : اسم كان مرفوع وعلامة رفعه الواو,0
الشمس تشرق في الصباح,في : حال منصوب وعلامة نصبه حذف النون,0
الشمس تشرق في الصباح,الصباح : ظرف زمان منصوب وعلامة نصبه الفتحة,0
حضر أخوك,حضر : بدل مجزوم وعلامة جزمه حذف النون,0
حضر أخوك,أخوك : اسم إن مجزوم وعلامة جزمه حذف حرف العلة,0
دخل اللاعبون الملعب,دخل : مفعول فيه منصوب وعلامة نصبه الياء,0
دخل اللاعبون الملعب,اللاعبون : خبر كان مجرور وعلامة جره الفتحة,0
دخل اللاعبون الملعب,الملعب : اسم مجرور مجزوم وعلامة جزمه السكون,0
انكسرت عجلتا الدراجة,انكسرت : اسم كان منصوب وعلامة نصبه الياء,0
انكسرت عجلتا الدراجة,عجلتا : حرف توكيد ونصب مبني على الفتح,0
انكسرت عجلتا الدراجة,الدراجة : بدل مرفوع وعلامة رفعه الواو,0
أحب والدى دائما,أحب : خبر إن منصوب وعلامة نصبه الياء,0
أحب والدى دائما,والدي : حرف عطف منصوب وعلامة نصبه الفتحة,0
أحب والدى دائما,دائما : مفعول فيه منصوب وعلامة نصبه الياء,0
الصوم يوم الخميس,الصوم : اسم إن مبني على الكسر,0
الصوم يوم الخميس,يوم : مفعول مطلق مرفوع وعلامة رفعه ثبوت النون,0
الصوم يوم الخميس,الخميس : خبر كان مجرور وعلامة جره الفتحة,0
أغلقت مصراعي الباب,أغلقت : توكيد مجرور وعلامة جره الفتحة,0
أغلقت مصراعي الباب,التاء : مستثنى مجزوم وعلامة جزمه حذف حرف العلة,0
أغلقت مصراعي الباب,مصراعي : ظرف زمان مبني على الضم,0
أغلقت مصراعي الباب,لأنه مثنى،وهو مضاف،وحذفت النون للإضافة-مصراعين-وكسرت الياء الساكنة لتفادي التقاء الساكنين : بدل مجرور وعلامة جره الفتحة,0
أغلقت مصراعي الباب,الباب : تمييز مرفوع وعلامة رفعه الضمة,0
شتان الجد والإهمال,شتان : حال مبني على الضم,0
شتان الجد والإهمال,الجد : حرف جر مجرور وعلامة جره الفتحة,0
شتان الجد والإهمال,الواو : مفعول فيه منصوب وعلامة نصبه الكسرة,0
اقرأ كتابا ينفع,اقرأ : مفعول معه مجزوم وعلامة جزمه حذف حرف العلة,0
اقرأ كتابا ينفع,كتابا : فاعل مبني على السكون,0
اقرأ كتابا ينفع,ينفع : خبر إن مجزوم وعلامة جزمه السكون,0
كتب المعلم الدرس على السبورة,كتب : مفعول لأجله مجرور وعلامة جره الياء,0
كتب المعلم الدرس على السبورة,المعلم : نعت مجرور وعلامة جره الفتحة,0
كتب المعلم الدرس على السبورة,الدرس : مبتدأ منصوب وعلامة نصبه الياء,0
كتب المعلم الدرس على السبورة,على : بدل مجزوم وعلامة جزمه حذف حرف العلة,0
كتب المعلم الدرس على السبورة,السبورة : اسم كان مجزوم وعلامة جزمه حذف النون,0
قابلت زيدا يوم حضر,قابلت : مفعول فيه مجزوم وعلامة جزمه السكون,0
قابلت زيدا يوم حضر,زيدا : نعت مجرور وعلامة جره الياء,0
قابلت زيدا يوم حضر,يوم : مبتدأ مجزوم وعلامة جزمه حذف النون,0
قابلت زيدا يوم حضر,حضر : حرف عطف مرفوع وعلامة رفعه ثبوت النون,0
هذا كتاب ينفع,هذا : بدل مرفوع وعلامة رفعه الواو,0
هذا كتاب ينفع,كتاب : مفعول معه مجرور وعلامة جره الفتحة,0
هذا كتاب ينفع,ينفع : حرف جر مجزوم وعلامة جزمه حذف النون,0
كاد النهار يمضي,كاد : مفعول مطلق مرفوع وعلامة رفعه الواو,0
كاد النهار يمضي,النهار : تمييز مبني على الفتح,0
كاد النهار يمضي,يمضي : مضاف إليه مجزوم وعلامة جزمه حذف النون,0
استحالت النار رمادا,استحالت فعل ماض مبني على الفتح،التاء : مفعول لأجله مرفوع وعلامة رفعه الضمة,0
استحالت النار رمادا,النار : خبر إن مبني على الفتح,0
استحالت النار رمادا,رمادا : خبر كان منصوب وعلامة نصبه الياء,0
رأيت الطلاب يذاكرون دروسهم,رأيت : مستثنى مرفوع وعلامة رفعه ثبوت النون,0
رأيت الطلاب يذاكرون دروسهم,الطلاب : ظرف زمان منصوب وعلامة نصبه الفتحة,0
رأيت الطلاب يذاكرون دروسهم,يذاكرون : مفعول مطلق مرفوع وعلامة رفعه الواو,0
رأيت الطلاب يذاكرون دروسهم,دروسهم : مفعول لأجله مجرور وعلامة جره الفتحة,0
زيد يدرس الطب,زيد : خبر كان مجرور وعلامة جره الياء,0
زيد يدرس الطب,يدرس : حرف عطف مجزوم وعلامة جزمه حذف العلة,0
زيد يدرس الطب,"والفاعل ضمير مستتر تقديره ""هو"" : حال مجزوم وعلامة جزمه حذف النون",0
زيد يدرس الطب,الطب : خبر مجزوم وعلامة جزمه السكون,0
ما قطف الفلاح الفواكه إلا العنب,ما : اسم إن مبني على الفتح,0
ما قطف الفلاح الفواكه إلا العنب,قطف : اسم مجرور مرفوع وعلامة رفعه الألف,0
ما قطف الفلاح الفواكه إلا العنب,الفلاح : حرف جر مجزوم وعلامة جزمه حذف العلة,0
ما قطف الفلاح الفواكه إلا العنب,الفواكه : حرف توكيد ونصب مبني على الكسر,0
ما قطف الفلاح الفواكه إلا العنب,إلا : حرف عطف مرفوع وعلامة رفعه الألف,0
ما قطف الفلاح الفواكه إلا العنب,العنب : نائب فاعل مجرور وعلامة جره الفتحة,0
الأولاد يلعبون في الحديقة,الأولاد : منادى مجزوم وعلامة جزمه السكون,0
الأولاد يلعبون في الحديقة,يلعبون : مفعول مطلق مبني على السكون,0
الأولاد يلعبون في الحديقة,في : عطف بيان مجرور وعلامة جره الفتحة,0
الأولاد يلعبون في الحديقة,الحديقة : حرف جر مبني على السكون,0
دائما أحب والدى,دائما : مفعول مطلق مجرور وعلامة جره الكسرة,0
دائما أحب والدى,أحب : خبر كان منصوب وعلامة نصبه حذف النون,0
دائما أحب والدى,والدي : توكيد منصوب وعلامة نصبه الكسرة,0
